review,rating
"Good sandwich around Trinity Bellwoods. 

Sandwiches are stuffed with deli meat, veggies, and cheese. The Italian Trio was good but a tad bit too salty and...",4
This place has been really popular but I think it might be slightly overhyped.. I came with some friends to try a sandwich and waited around 20 minutes...,3
Super good Korean food one of the best on bloor :) great service also and cozy atmosphere.,5
"To be fair, I'm not a Korean food fan, and I went only as a compromise. 

The food is fresh, and portions decent. If you're into eating a pound of rice...",3
Haven't been here in a long time and from what I remember it has the best soon tofu in Toronto. I'm glad that it lived up to my memory and did not...,4
"Ok so it's Greektown and you have plenty of options in the area to get your pork and chicken gyro fix, but if you're looking for taste with value, then you...",5
"HANDS DOWN THE BEST CHICKEN GYRO IN TORONTO.

Coming from a Greek, I think it's safe to say my opinion is a strong one. Trying all sorts of foods in Greece...",5
"$11 (incl. tax) for chicken or pork wrap.

I got the wrap with meat, fries, veggies and all the yummy runny sauces held in paper wrap. It can ve messy so I...",4
"Absolutely hit the spot! Very authentic don't expect some hipster place. Small combo beef pho was only 8$ and had lots of raw beef, tripe, tendon, and...",5
"After a 20km hike we decided to grab some Vietnamese food! It took them less than 10 minutes to get the pho cooked and served which is amazing, especially...",4
Went here for the first time to try the Bun Bo Hue and it did not disappoint. The place is s very typical Vietnamese restaurant with the standard menu....,4
"Nice little neighborhood bar. Was walking and needed a little nosh. Had the cheese plate and a ginger beer. Hit the spot. If I lived in the neighborhood, I...",5
"What a wonderful place! Super cute venue on king east. Even the downstairs bathroom. Area is lovely (smells great, looks great and super clean) 
The...",5
Pretty little café and bar. I came in during a quiet Sunday morning. The atmosphere is relaxed and fits well for having coffee with a friend or grabbing a...,4
"I've been to Delicious Empanadas several times and only
writing this review for the first time. I've only had their empanadas but have seen others have...",5
So happy they open at 7am from Wed to Sat so I can pickup these Authentic Colombian Empanadas to surprise a colleague who only likes Empanadas from...,4
"Amazingggggg empanadas!!! Absolutely delicious, perfectly crispy on the outside and the filling is delicious!  Such a cute small restaurant, friendly staff,...",5
"Yesterday was my first time going to Dave's Hot Chicken- I've heard raving reviews about this spot from my friends and coworkers, and I was super excited to...",5
"This is a far cry from what I expected from this establishment that is said to be famous for their hot chicken. 

I ordered 2 combos and a poutine for...",2
"After seeing it many times on social media, at long last I finally had the chance to give Dave's Hot Chicken a try. I ordered on Uber Eats and got two...",4
Quick and friendly service. It was very busy as I was going to order but the server remembered everyone's orders no matter how complicated with such a big...,5
"Nestled on Augusta with what one could describe as little Mexico​ in Kensington Market. 

It's the first spot to the right upon walking into this space....",4
"I'm ashamed to say that before I had food from Ko'ox Hana, I was not a huge fan of Mexican food. After having food from here, I've decided that it's not...",5
Super authentic and very friendly. The food is high quality and absolutely delish. Wine is also excellent.,5
"Service sublime and food better than good. 
Really enjoyed our night out at this very low key and comfortable restaurant. 
Our table was a bit slanted on...",4
"We came here for an after work coffee on Friday afternoon. Conveniently located, BM is right across from St George Station. There is both indoor and outdoor...",3
"Came here for dinner for my friends birthday. Walking in you can tell it's a more upscale bar/restaurant. The interior was beautiful and spacious. 
We...",4
"Hot and new hotel in Toronto! 

Came to check out the new rooftop bar/ restaurant at the W hotel in Toronto and it did not disappoint. The ambiance of...",5
"Thursday night, we decided to walk-in at Skylight Rooftop Bar for dinner (couldn't book via OpenTable... perhaps online booking was full?) We spoke to the...",4
Omggg I loveee LOS Vietnamita !!! We tried  the Saigon Fried Chicken taco Banh Mi and Honey Fried Chicken Bao this past weekend at the Lucky Lion Night...,4
"Had the Steam Pork Belly slider at their food truck (at Splendid Mall Night Market July2nd).

A huge breaded steam bun to a leanly rationed pork belly,...",3
"If you're looking for mouth watering viet fusion tacos, this is it! I was at a food festival the past weekend and saw people walking around with these tacos...",5
I had lots of fun when we came in for a Thursday evening trivia night. I arrived some time between 6 and 6:30 PM and managed to reserve a table at the back...,4
"I loved this pub so much I got married here!

We had a small ceremony (20 people) on the dreamy back patio and a medium reception (55 people) on the upper...",5
This place is incredibly underrated. The BURGER. Not knocking any fast food burger joints but this burger is probably the best burger in Toronto many have...,5
Great pho with flavourful broth! I prefer their delicious noodle soup especially on a cold day! The viet noodles are not bad but okay.,5
